K,Trajectory,Method,Metric,Value
90,2,ANI-4,Approximate Entropy,0.027229
90,2,ANI-4,Lyapunov Exponent,0.184720
100,2,Reference,Correlation Dimension,1.756382
100,2,Reference,Approximate Entropy,0.023695
100,2,Reference,Lyapunov Exponent,0.653853
100,2,Baseline,Correlation Dimension,1.692814
100,2,Baseline,Approximate Entropy,0.023690
100,2,Baseline,Lyapunov Exponent,0.663034
100,2,ANI-2,Correlation Dimension,1.692814
100,2,ANI-2,Approximate Entropy,0.023643
100,2,ANI-2,Lyapunov Exponent,0.648534
100,2,ANI-4,Correlation Dimension,1.823211
100,2,ANI-4,Approximate Entropy,0.023695
100,2,ANI-4,Lyapunov Exponent,0.658597
110,2,Reference,Correlation Dimension,1.742612
110,2,Reference,Approximate Entropy,0.043829
110,2,Reference,Lyapunov Exponent,0.769866
110,2,Baseline,Correlation Dimension,1.726223
110,2,Baseline,Approximate Entropy,0.043771
110,2,Baseline,Lyapunov Exponent,0.754519
110,2,ANI-2,Correlation Dimension,1.726223
110,2,ANI-2,Approximate Entropy,0.049577
110,2,ANI-2,Lyapunov Exponent,0.717132
110,2,ANI-4,Correlation Dimension,1.682002
110,2,ANI-4,Approximate Entropy,0.044332
110,2,ANI-4,Lyapunov Exponent,0.765949
120,2,Reference,Correlation Dimension,2.227307
120,2,Reference,Approximate Entropy,0.045018
120,2,Reference,Lyapunov Exponent,0.698885
120,2,Baseline,Correlation Dimension,2.297750
120,2,Baseline,Approximate Entropy,0.045020
120,2,Baseline,Lyapunov Exponent,0.701418
120,2,ANI-2,Correlation Dimension,2.264010
120,2,ANI-2,Approximate Entropy,0.053205
120,2,ANI-2,Lyapunov Exponent,0.654898
120,2,ANI-4,Correlation Dimension,2.227307
120,2,ANI-4,Approximate Entropy,0.044964
120,2,ANI-4,Lyapunov Exponent,0.697862
130,2,Reference,Correlation Dimension,2.310100
130,2,Reference,Approximate Entropy,0.048789
130,2,Reference,Lyapunov Exponent,0.386712
130,2,Baseline,Correlation Dimension,2.318269
130,2,Baseline,Approximate Entropy,0.047975
130,2,Baseline,Lyapunov Exponent,0.375400
130,2,ANI-2,Correlation Dimension,2.246225
130,2,ANI-2,Approximate Entropy,0.065036
130,2,ANI-2,Lyapunov Exponent,0.327359
130,2,ANI-4,Correlation Dimension,2.270886
130,2,ANI-4,Approximate Entropy,0.048780
130,2,ANI-4,Lyapunov Exponent,0.379292
140,2,Reference,Correlation Dimension,1.956554
140,2,Reference,Approximate Entropy,0.044098
140,2,Reference,Lyapunov Exponent,0.518649
140,2,Baseline,Correlation Dimension,1.950364
140,2,Baseline,Approximate Entropy,0.044992
140,2,Baseline,Lyapunov Exponent,0.495346
140,2,ANI-2,Correlation Dimension,1.937896
140,2,ANI-2,Approximate Entropy,0.060536
140,2,ANI-2,Lyapunov Exponent,0.307524
140,2,ANI-4,Correlation Dimension,2.025501
140,2,ANI-4,Approximate Entropy,0.044164
140,2,ANI-4,Lyapunov Exponent,0.483031
150,2,Reference,Correlation Dimension,2.846441
150,2,Reference,Approximate Entropy,0.037355
150,2,Reference,Lyapunov Exponent,0.461330
150,2,Baseline,Correlation Dimension,2.846441
150,2,Baseline,Approximate Entropy,0.042894
150,2,Baseline,Lyapunov Exponent,0.451168
150,2,ANI-2,Correlation Dimension,1.921555
150,2,ANI-2,Approximate Entropy,0.042665
150,2,ANI-2,Lyapunov Exponent,0.514873
150,2,ANI-4,Correlation Dimension,2.653512
150,2,ANI-4,Approximate Entropy,0.037455
150,2,ANI-4,Lyapunov Exponent,0.352252
160,2,Reference,Correlation Dimension,2.896678
160,2,Reference,Approximate Entropy,0.036067
160,2,Reference,Lyapunov Exponent,0.422720
160,2,Baseline,Correlation Dimension,2.888999
160,2,Baseline,Approximate Entropy,0.036399
160,2,Baseline,Lyapunov Exponent,0.424391
160,2,ANI-2,Correlation Dimension,1.848212
160,2,ANI-2,Approximate Entropy,0.041372
160,2,ANI-2,Lyapunov Exponent,0.275538
160,2,ANI-4,Correlation Dimension,2.701591
160,2,ANI-4,Approximate Entropy,0.041304
160,2,ANI-4,Lyapunov Exponent,0.372481
170,2,Reference,Correlation Dimension,2.984620
170,2,Reference,Approximate Entropy,0.044231
170,2,Reference,Lyapunov Exponent,0.355692
170,2,Baseline,Correlation Dimension,2.989051
170,2,Baseline,Approximate Entropy,0.046367
170,2,Baseline,Lyapunov Exponent,0.355380
170,2,ANI-2,Correlation Dimension,2.350098
170,2,ANI-2,Approximate Entropy,0.047116
170,2,ANI-2,Lyapunov Exponent,0.083913
170,2,ANI-4,Correlation Dimension,2.788257
170,2,ANI-4,Approximate Entropy,0.044302
170,2,ANI-4,Lyapunov Exponent,0.331589
180,2,Reference,Correlation Dimension,3.343755
180,2,Reference,Approximate Entropy,0.045296
180,2,Reference,Lyapunov Exponent,0.390924
180,2,Baseline,Correlation Dimension,3.083450
180,2,Baseline,Approximate Entropy,0.046042
180,2,Baseline,Lyapunov Exponent,0.358613
180,2,ANI-2,Correlation Dimension,2.379130
180,2,ANI-2,Approximate Entropy,0.053396
180,2,ANI-2,Lyapunov Exponent,0.276752
180,2,ANI-4,Correlation Dimension,2.899851
180,2,ANI-4,Approximate Entropy,0.050025
180,2,ANI-4,Lyapunov Exponent,0.265658
190,2,Reference,Correlation Dimension,3.390107
190,2,Reference,Approximate Entropy,0.042439
190,2,Reference,Lyapunov Exponent,0.299100
190,2,Baseline,Correlation Dimension,2.940349
190,2,Baseline,Approximate Entropy,0.046215
190,2,Baseline,Lyapunov Exponent,0.229124
190,2,ANI-2,Correlation Dimension,2.420939
190,2,ANI-2,Approximate Entropy,0.050238
190,2,ANI-2,Lyapunov Exponent,0.117497
190,2,ANI-4,Correlation Dimension,2.933171
190,2,ANI-4,Approximate Entropy,0.041590
190,2,ANI-4,Lyapunov Exponent,0.227600
200,2,Reference,Correlation Dimension,2.714340
200,2,Reference,Approximate Entropy,0.043557
200,2,Reference,Lyapunov Exponent,0.219574
200,2,Baseline,Correlation Dimension,2.170737
200,2,Baseline,Approximate Entropy,0.049419
200,2,Baseline,Lyapunov Exponent,0.177387
200,2,ANI-2,Correlation Dimension,2.277771
200,2,ANI-2,Approximate Entropy,0.045233
200,2,ANI-2,Lyapunov Exponent,0.118762
200,2,ANI-4,Correlation Dimension,2.836469
200,2,ANI-4,Approximate Entropy,0.047891
200,2,ANI-4,Lyapunov Exponent,0.131972
210,2,Reference,Correlation Dimension,2.227161
210,2,Reference,Approximate Entropy,0.044004
210,2,Reference,Lyapunov Exponent,0.211051
210,2,Baseline,Correlation Dimension,1.945856
210,2,Baseline,Approximate Entropy,0.046460
210,2,Baseline,Lyapunov Exponent,0.193830
210,2,ANI-2,Correlation Dimension,2.102675
210,2,ANI-2,Approximate Entropy,0.048984
210,2,ANI-2,Lyapunov Exponent,0.148499
210,2,ANI-4,Correlation Dimension,2.276359
210,2,ANI-4,Approximate Entropy,0.049217
210,2,ANI-4,Lyapunov Exponent,0.088354
220,2,Reference,Correlation Dimension,2.398420
220,2,Reference,Approximate Entropy,0.043117
220,2,Reference,Lyapunov Exponent,0.457328
220,2,Baseline,Correlation Dimension,2.076191
220,2,Baseline,Approximate Entropy,0.046733
220,2,Baseline,Lyapunov Exponent,0.436366
220,2,ANI-2,Correlation Dimension,2.268414
220,2,ANI-2,Approximate Entropy,0.047069
220,2,ANI-2,Lyapunov Exponent,0.392509
220,2,ANI-4,Correlation Dimension,2.449036
220,2,ANI-4,Approximate Entropy,0.046858
220,2,ANI-4,Lyapunov Exponent,0.363014
230,2,Reference,Correlation Dimension,2.422346
230,2,Reference,Approximate Entropy,0.041602
230,2,Reference,Lyapunov Exponent,0.545864
230,2,Baseline,Correlation Dimension,2.121415
230,2,Baseline,Approximate Entropy,0.043834
230,2,Baseline,Lyapunov Exponent,0.550254
230,2,ANI-2,Correlation Dimension,2.307777
230,2,ANI-2,Approximate Entropy,0.045455
230,2,ANI-2,Lyapunov Exponent,0.462177
230,2,ANI-4,Correlation Dimension,2.472540
230,2,ANI-4,Approximate Entropy,0.045663
230,2,ANI-4,Lyapunov Exponent,0.456143
240,2,Reference,Correlation Dimension,2.425107
240,2,Reference,Approximate Entropy,0.038141
240,2,Reference,Lyapunov Exponent,0.509814
240,2,Baseline,Correlation Dimension,2.139279
240,2,Baseline,Approximate Entropy,0.040919
240,2,Baseline,Lyapunov Exponent,0.531146
240,2,ANI-2,Correlation Dimension,2.291445
240,2,ANI-2,Approximate Entropy,0.044533
240,2,ANI-2,Lyapunov Exponent,0.401341
240,2,ANI-4,Correlation Dimension,2.468133
240,2,ANI-4,Approximate Entropy,0.039419
240,2,ANI-4,Lyapunov Exponent,0.469701
250,2,Reference,Correlation Dimension,2.417304
250,2,Reference,Approximate Entropy,0.042051
250,2,Reference,Lyapunov Exponent,0.476852
250,2,Baseline,Correlation Dimension,2.035241
250,2,Baseline,Approximate Entropy,0.042757
250,2,Baseline,Lyapunov Exponent,0.427230
250,2,ANI-2,Correlation Dimension,2.323505
250,2,ANI-2,Approximate Entropy,0.048880
250,2,ANI-2,Lyapunov Exponent,0.421982
250,2,ANI-4,Correlation Dimension,2.507222
250,2,ANI-4,Approximate Entropy,0.044113
250,2,ANI-4,Lyapunov Exponent,0.365878
260,2,Reference,Correlation Dimension,2.574005
260,2,Reference,Approximate Entropy,0.045314
260,2,Reference,Lyapunov Exponent,0.608251
260,2,Baseline,Correlation Dimension,2.128280
260,2,Baseline,Approximate Entropy,0.045364
260,2,Baseline,Lyapunov Exponent,0.562254
260,2,ANI-2,Correlation Dimension,2.384087
260,2,ANI-2,Approximate Entropy,0.051096
260,2,ANI-2,Lyapunov Exponent,0.513054
260,2,ANI-4,Correlation Dimension,2.625597
260,2,ANI-4,Approximate Entropy,0.045250
260,2,ANI-4,Lyapunov Exponent,0.481080
270,2,Reference,Correlation Dimension,2.619173
270,2,Reference,Approximate Entropy,0.043245
270,2,Reference,Lyapunov Exponent,0.624537
270,2,Baseline,Correlation Dimension,2.173832
270,2,Baseline,Approximate Entropy,0.042915
270,2,Baseline,Lyapunov Exponent,0.592324
270,2,ANI-2,Correlation Dimension,2.498840
270,2,ANI-2,Approximate Entropy,0.049009
270,2,ANI-2,Lyapunov Exponent,0.537285
270,2,ANI-4,Correlation Dimension,2.671863
270,2,ANI-4,Approximate Entropy,0.043117
270,2,ANI-4,Lyapunov Exponent,0.498297
280,2,Reference,Correlation Dimension,2.647384
280,2,Reference,Approximate Entropy,0.042803
280,2,Reference,Lyapunov Exponent,0.635903
280,2,Baseline,Correlation Dimension,2.203259
280,2,Baseline,Approximate Entropy,0.040228
280,2,Baseline,Lyapunov Exponent,0.601089
280,2,ANI-2,Correlation Dimension,2.459976
280,2,ANI-2,Approximate Entropy,0.047265
280,2,ANI-2,Lyapunov Exponent,0.514034
280,2,ANI-4,Correlation Dimension,2.653327
280,2,ANI-4,Approximate Entropy,0.045248
280,2,ANI-4,Lyapunov Exponent,0.512327
290,2,Reference,Correlation Dimension,2.692081
290,2,Reference,Approximate Entropy,0.044166
290,2,Reference,Lyapunov Exponent,0.580573
290,2,Baseline,Correlation Dimension,2.246086
290,2,Baseline,Approximate Entropy,0.043133
290,2,Baseline,Lyapunov Exponent,0.547183
290,2,ANI-2,Correlation Dimension,2.564188
290,2,ANI-2,Approximate Entropy,0.047428
290,2,ANI-2,Lyapunov Exponent,0.468033
290,2,ANI-4,Correlation Dimension,2.740500
290,2,ANI-4,Approximate Entropy,0.044766
290,2,ANI-4,Lyapunov Exponent,0.467883
300,2,Reference,Correlation Dimension,2.814451
300,2,Reference,Approximate Entropy,0.043823
300,2,Reference,Lyapunov Exponent,0.607750
300,2,Baseline,Correlation Dimension,2.347427
300,2,Baseline,Approximate Entropy,0.046500
300,2,Baseline,Lyapunov Exponent,0.561139
300,2,ANI-2,Correlation Dimension,2.674215
300,2,ANI-2,Approximate Entropy,0.048647
300,2,ANI-2,Lyapunov Exponent,0.481922
300,2,ANI-4,Correlation Dimension,2.863346
300,2,ANI-4,Approximate Entropy,0.045843
300,2,ANI-4,Lyapunov Exponent,0.508248
310,2,Reference,Correlation Dimension,2.852888
310,2,Reference,Approximate Entropy,0.042867
310,2,Reference,Lyapunov Exponent,0.660372
310,2,Baseline,Correlation Dimension,2.391189
310,2,Baseline,Approximate Entropy,0.047124
310,2,Baseline,Lyapunov Exponent,0.610584
310,2,ANI-2,Correlation Dimension,2.711064
310,2,ANI-2,Approximate Entropy,0.048235
310,2,ANI-2,Lyapunov Exponent,0.541209
310,2,ANI-4,Correlation Dimension,2.898242
310,2,ANI-4,Approximate Entropy,0.045220
310,2,ANI-4,Lyapunov Exponent,0.559528
320,2,Reference,Correlation Dimension,2.874117
320,2,Reference,Approximate Entropy,0.044111
320,2,Reference,Lyapunov Exponent,0.675184
320,2,Baseline,Correlation Dimension,2.412014
320,2,Baseline,Approximate Entropy,0.044181
320,2,Baseline,Lyapunov Exponent,0.615219
320,2,ANI-2,Correlation Dimension,2.726989
320,2,ANI-2,Approximate Entropy,0.048294
320,2,ANI-2,Lyapunov Exponent,0.571505
320,2,ANI-4,Correlation Dimension,2.924648
320,2,ANI-4,Approximate Entropy,0.043997
320,2,ANI-4,Lyapunov Exponent,0.568864
330,2,Reference,Correlation Dimension,2.812049
330,2,Reference,Approximate Entropy,0.042688
330,2,Reference,Lyapunov Exponent,0.676531
330,2,Baseline,Correlation Dimension,2.397815
330,2,Baseline,Approximate Entropy,0.043060
330,2,Baseline,Lyapunov Exponent,0.592383
330,2,ANI-2,Correlation Dimension,2.645142
330,2,ANI-2,Approximate Entropy,0.046867
330,2,ANI-2,Lyapunov Exponent,0.578379
330,2,ANI-4,Correlation Dimension,2.858424
330,2,ANI-4,Approximate Entropy,0.044720
330,2,ANI-4,Lyapunov Exponent,0.555557
340,2,Reference,Correlation Dimension,2.876521
340,2,Reference,Approximate Entropy,0.049192
340,2,Reference,Lyapunov Exponent,0.632442
340,2,Baseline,Correlation Dimension,2.439511
340,2,Baseline,Approximate Entropy,0.044424
340,2,Baseline,Lyapunov Exponent,0.551384
340,2,ANI-2,Correlation Dimension,2.664507
340,2,ANI-2,Approximate Entropy,0.048247
340,2,ANI-2,Lyapunov Exponent,0.543758
340,2,ANI-4,Correlation Dimension,2.883309
340,2,ANI-4,Approximate Entropy,0.046342
340,2,ANI-4,Lyapunov Exponent,0.530278
350,2,Reference,Correlation Dimension,2.904771
350,2,Reference,Approximate Entropy,0.048475
350,2,Reference,Lyapunov Exponent,0.645548
350,2,Baseline,Correlation Dimension,2.474489
350,2,Baseline,Approximate Entropy,0.046163
350,2,Baseline,Lyapunov Exponent,0.571679
350,2,ANI-2,Correlation Dimension,2.684900
350,2,ANI-2,Approximate Entropy,0.049966
350,2,ANI-2,Lyapunov Exponent,0.538970
350,2,ANI-4,Correlation Dimension,2.955720
350,2,ANI-4,Approximate Entropy,0.047749
350,2,ANI-4,Lyapunov Exponent,0.554547
360,2,Reference,Correlation Dimension,2.917710
360,2,Reference,Approximate Entropy,0.047369
360,2,Reference,Lyapunov Exponent,0.627996
360,2,Baseline,Correlation Dimension,2.492719
360,2,Baseline,Approximate Entropy,0.045408
360,2,Baseline,Lyapunov Exponent,0.556222
360,2,ANI-2,Correlation Dimension,2.730354
360,2,ANI-2,Approximate Entropy,0.049694
360,2,ANI-2,Lyapunov Exponent,0.536751
360,2,ANI-4,Correlation Dimension,2.974859
360,2,ANI-4,Approximate Entropy,0.045768
360,2,ANI-4,Lyapunov Exponent,0.538489
370,2,Reference,Correlation Dimension,2.935692
370,2,Reference,Approximate Entropy,0.049380
370,2,Reference,Lyapunov Exponent,0.614120
370,2,Baseline,Correlation Dimension,2.514583
370,2,Baseline,Approximate Entropy,0.046563
370,2,Baseline,Lyapunov Exponent,0.530010
370,2,ANI-2,Correlation Dimension,2.712316
370,2,ANI-2,Approximate Entropy,0.050422
370,2,ANI-2,Lyapunov Exponent,0.516442
370,2,ANI-4,Correlation Dimension,2.995330
370,2,ANI-4,Approximate Entropy,0.048108
370,2,ANI-4,Lyapunov Exponent,0.516698
380,2,Reference,Correlation Dimension,3.016993
380,2,Reference,Approximate Entropy,0.047982
380,2,Reference,Lyapunov Exponent,0.599361
380,2,Baseline,Correlation Dimension,2.569236
380,2,Baseline,Approximate Entropy,0.047479
380,2,Baseline,Lyapunov Exponent,0.526683
380,2,ANI-2,Correlation Dimension,2.809690
380,2,ANI-2,Approximate Entropy,0.052532
380,2,ANI-2,Lyapunov Exponent,0.490940
380,2,ANI-4,Correlation Dimension,3.075168
380,2,ANI-4,Approximate Entropy,0.050119
380,2,ANI-4,Lyapunov Exponent,0.501926
390,2,Reference,Correlation Dimension,3.038398
390,2,Reference,Approximate Entropy,0.048863
390,2,Reference,Lyapunov Exponent,0.629945
390,2,Baseline,Correlation Dimension,2.596507
390,2,Baseline,Approximate Entropy,0.049358
390,2,Baseline,Lyapunov Exponent,0.564282
390,2,ANI-2,Correlation Dimension,2.871188
390,2,ANI-2,Approximate Entropy,0.054608
390,2,ANI-2,Lyapunov Exponent,0.519764
390,2,ANI-4,Correlation Dimension,3.097982
390,2,ANI-4,Approximate Entropy,0.050627
390,2,ANI-4,Lyapunov Exponent,0.538574
400,2,Reference,Correlation Dimension,3.050566
400,2,Reference,Approximate Entropy,0.048088
400,2,Reference,Lyapunov Exponent,0.677280
400,2,Baseline,Correlation Dimension,2.608499
400,2,Baseline,Approximate Entropy,0.049847
400,2,Baseline,Lyapunov Exponent,0.611776
400,2,ANI-2,Correlation Dimension,2.880001
400,2,ANI-2,Approximate Entropy,0.054325
400,2,ANI-2,Lyapunov Exponent,0.567897
400,2,ANI-4,Correlation Dimension,3.110366
400,2,ANI-4,Approximate Entropy,0.050260
400,2,ANI-4,Lyapunov Exponent,0.587360
410,2,Reference,Correlation Dimension,3.069659
410,2,Reference,Approximate Entropy,0.047953
410,2,Reference,Lyapunov Exponent,0.723685
410,2,Baseline,Correlation Dimension,2.587206
410,2,Baseline,Approximate Entropy,0.047267
410,2,Baseline,Lyapunov Exponent,0.655947
410,2,ANI-2,Correlation Dimension,2.896379
410,2,ANI-2,Approximate Entropy,0.052610
410,2,ANI-2,Lyapunov Exponent,0.608349
410,2,ANI-4,Correlation Dimension,3.134858
410,2,ANI-4,Approximate Entropy,0.048969
410,2,ANI-4,Lyapunov Exponent,0.632510
420,2,Reference,Correlation Dimension,3.038778
420,2,Reference,Approximate Entropy,0.047746
420,2,Reference,Lyapunov Exponent,0.707313
420,2,Baseline,Correlation Dimension,2.544226
420,2,Baseline,Approximate Entropy,0.045256
420,2,Baseline,Lyapunov Exponent,0.677785
420,2,ANI-2,Correlation Dimension,2.839020
420,2,ANI-2,Approximate Entropy,0.048819
420,2,ANI-2,Lyapunov Exponent,0.587424
420,2,ANI-4,Correlation Dimension,3.105453
420,2,ANI-4,Approximate Entropy,0.046773
420,2,ANI-4,Lyapunov Exponent,0.641743
430,2,Reference,Correlation Dimension,3.009298
430,2,Reference,Approximate Entropy,0.048310
430,2,Reference,Lyapunov Exponent,0.681196
430,2,Baseline,Correlation Dimension,2.531219
430,2,Baseline,Approximate Entropy,0.043993
430,2,Baseline,Lyapunov Exponent,0.651620
430,2,ANI-2,Correlation Dimension,2.809981
430,2,ANI-2,Approximate Entropy,0.055412
430,2,ANI-2,Lyapunov Exponent,0.560425
430,2,ANI-4,Correlation Dimension,2.996927
430,2,ANI-4,Approximate Entropy,0.044910
430,2,ANI-4,Lyapunov Exponent,0.617038
440,2,Reference,Correlation Dimension,3.048122
440,2,Reference,Approximate Entropy,0.051106
440,2,Reference,Lyapunov Exponent,0.680747
440,2,Baseline,Correlation Dimension,2.531591
440,2,Baseline,Approximate Entropy,0.047202
440,2,Baseline,Lyapunov Exponent,0.641574
440,2,ANI-2,Correlation Dimension,2.874681
440,2,ANI-2,Approximate Entropy,0.057562
440,2,ANI-2,Lyapunov Exponent,0.573804
440,2,ANI-4,Correlation Dimension,3.034493
440,2,ANI-4,Approximate Entropy,0.047953
440,2,ANI-4,Lyapunov Exponent,0.610931
450,2,Reference,Correlation Dimension,3.049331
450,2,Reference,Approximate Entropy,0.050122
450,2,Reference,Lyapunov Exponent,0.707077
450,2,Baseline,Correlation Dimension,2.549942
450,2,Baseline,Approximate Entropy,0.047659
450,2,Baseline,Lyapunov Exponent,0.662345
450,2,ANI-2,Correlation Dimension,2.915853
450,2,ANI-2,Approximate Entropy,0.056520
450,2,ANI-2,Lyapunov Exponent,0.593563
450,2,ANI-4,Correlation Dimension,3.080386
450,2,ANI-4,Approximate Entropy,0.048950
450,2,ANI-4,Lyapunov Exponent,0.639706
460,2,Reference,Correlation Dimension,3.058526
460,2,Reference,Approximate Entropy,0.049392
460,2,Reference,Lyapunov Exponent,0.693387
460,2,Baseline,Correlation Dimension,2.556226
460,2,Baseline,Approximate Entropy,0.048699
460,2,Baseline,Lyapunov Exponent,0.658732
460,2,ANI-2,Correlation Dimension,2.886419
460,2,ANI-2,Approximate Entropy,0.054260
460,2,ANI-2,Lyapunov Exponent,0.583040
460,2,ANI-4,Correlation Dimension,3.044456
460,2,ANI-4,Approximate Entropy,0.047875
460,2,ANI-4,Lyapunov Exponent,0.626916
470,2,Reference,Correlation Dimension,3.054943
470,2,Reference,Approximate Entropy,0.048414
470,2,Reference,Lyapunov Exponent,0.668196
470,2,Baseline,Correlation Dimension,2.555858
470,2,Baseline,Approximate Entropy,0.048114
470,2,Baseline,Lyapunov Exponent,0.636369
470,2,ANI-2,Correlation Dimension,2.920198
470,2,ANI-2,Approximate Entropy,0.055328
470,2,ANI-2,Lyapunov Exponent,0.560753
470,2,ANI-4,Correlation Dimension,3.085357
470,2,ANI-4,Approximate Entropy,0.048148
470,2,ANI-4,Lyapunov Exponent,0.603288
480,2,Reference,Correlation Dimension,3.056140
480,2,Reference,Approximate Entropy,0.048761
480,2,Reference,Lyapunov Exponent,0.678322
480,2,Baseline,Correlation Dimension,2.570680
480,2,Baseline,Approximate Entropy,0.047892
480,2,Baseline,Lyapunov Exponent,0.635597
480,2,ANI-2,Correlation Dimension,2.918898
480,2,ANI-2,Approximate Entropy,0.056563
480,2,ANI-2,Lyapunov Exponent,0.574063
480,2,ANI-4,Correlation Dimension,3.127630
480,2,ANI-4,Approximate Entropy,0.048822
480,2,ANI-4,Lyapunov Exponent,0.609953
490,2,Reference,Correlation Dimension,3.109398
490,2,Reference,Approximate Entropy,0.048403
490,2,Reference,Lyapunov Exponent,0.674643
490,2,Baseline,Correlation Dimension,2.577313
490,2,Baseline,Approximate Entropy,0.048461
490,2,Baseline,Lyapunov Exponent,0.642515
490,2,ANI-2,Correlation Dimension,2.926663
490,2,ANI-2,Approximate Entropy,0.059076
490,2,ANI-2,Lyapunov Exponent,0.579278
490,2,ANI-4,Correlation Dimension,3.134101
490,2,ANI-4,Approximate Entropy,0.048597
490,2,ANI-4,Lyapunov Exponent,0.604028
500,2,Reference,Correlation Dimension,3.071885
500,2,Reference,Approximate Entropy,0.052550
500,2,Reference,Lyapunov Exponent,0.708256
500,2,Baseline,Correlation Dimension,2.584241
500,2,Baseline,Approximate Entropy,0.047049
500,2,Baseline,Lyapunov Exponent,0.654810
500,2,ANI-2,Correlation Dimension,2.939824
500,2,ANI-2,Approximate Entropy,0.061820
500,2,ANI-2,Lyapunov Exponent,0.636573
500,2,ANI-4,Correlation Dimension,3.140883
500,2,ANI-4,Approximate Entropy,0.047558
500,2,ANI-4,Lyapunov Exponent,0.639248
50,3,Reference,Correlation Dimension,2.160478
50,3,Reference,Approximate Entropy,0.007116
50,3,Reference,Lyapunov Exponent,-0.329514
50,3,Baseline,Correlation Dimension,2.334454
50,3,Baseline,Approximate Entropy,0.018037
50,3,Baseline,Lyapunov Exponent,-0.290184
50,3,ANI-2,Correlation Dimension,2.160478
50,3,ANI-2,Approximate Entropy,0.006899
50,3,ANI-2,Lyapunov Exponent,-0.330975
50,3,ANI-4,Correlation Dimension,2.160478
50,3,ANI-4,Approximate Entropy,0.006899
50,3,ANI-4,Lyapunov Exponent,-0.330048
60,3,Reference,Correlation Dimension,2.487911
60,3,Reference,Approximate Entropy,0.021630
60,3,Reference,Lyapunov Exponent,-0.459021
60,3,Baseline,Correlation Dimension,2.637533
60,3,Baseline,Approximate Entropy,0.022410
60,3,Baseline,Lyapunov Exponent,-0.412539
60,3,ANI-2,Correlation Dimension,2.487911
60,3,ANI-2,Approximate Entropy,0.012562
60,3,ANI-2,Lyapunov Exponent,-0.463098
60,3,ANI-4,Correlation Dimension,2.487911
60,3,ANI-4,Approximate Entropy,0.021630
60,3,ANI-4,Lyapunov Exponent,-0.460161
70,3,Reference,Correlation Dimension,2.193464
70,3,Reference,Approximate Entropy,0.021023
70,3,Reference,Lyapunov Exponent,-0.525210
70,3,Baseline,Correlation Dimension,2.392369
70,3,Baseline,Approximate Entropy,0.017182
70,3,Baseline,Lyapunov Exponent,-0.554863
70,3,ANI-2,Correlation Dimension,2.115391
70,3,ANI-2,Approximate Entropy,0.021023
70,3,ANI-2,Lyapunov Exponent,-0.484909
70,3,ANI-4,Correlation Dimension,2.193464
70,3,ANI-4,Approximate Entropy,0.021023
70,3,ANI-4,Lyapunov Exponent,-0.507925
80,3,Reference,Correlation Dimension,2.568703
80,3,Reference,Approximate Entropy,0.039756
80,3,Reference,Lyapunov Exponent,-0.902419
80,3,Baseline,Correlation Dimension,3.089890
80,3,Baseline,Approximate Entropy,0.036515
80,3,Baseline,Lyapunov Exponent,-0.930988
80,3,ANI-2,Correlation Dimension,2.471726
80,3,ANI-2,Approximate Entropy,0.039709
80,3,ANI-2,Lyapunov Exponent,-0.907922
80,3,ANI-4,Correlation Dimension,2.568703
80,3,ANI-4,Approximate Entropy,0.039756
80,3,ANI-4,Lyapunov Exponent,-0.913053
90,3,Reference,Correlation Dimension,2.180996
90,3,Reference,Approximate Entropy,0.034826
90,3,Reference,Lyapunov Exponent,-0.224856
90,3,Baseline,Correlation Dimension,2.795206
90,3,Baseline,Approximate Entropy,0.032743
90,3,Baseline,Lyapunov Exponent,-0.236556
90,3,ANI-2,Correlation Dimension,2.194498
90,3,ANI-2,Approximate Entropy,0.036789
90,3,ANI-2,Lyapunov Exponent,-0.236310
90,3,ANI-4,Correlation Dimension,2.180996
90,3,ANI-4,Approximate Entropy,0.034826
90,3,ANI-4,Lyapunov Exponent,-0.203423
100,3,Reference,Correlation Dimension,2.396805
100,3,Reference,Approximate Entropy,0.031422
100,3,Reference,Lyapunov Exponent,-0.442734
100,3,Baseline,Correlation Dimension,2.926922
100,3,Baseline,Approximate Entropy,0.029622
100,3,Baseline,Lyapunov Exponent,-0.466284
100,3,ANI-2,Correlation Dimension,2.334454
100,3,ANI-2,Approximate Entropy,0.033213
100,3,ANI-2,Lyapunov Exponent,-0.479721
100,3,ANI-4,Correlation Dimension,2.322334
100,3,ANI-4,Approximate Entropy,0.031422
100,3,ANI-4,Lyapunov Exponent,-0.441387
110,3,Reference,Correlation Dimension,2.754990
110,3,Reference,Approximate Entropy,0.043040
110,3,Reference,Lyapunov Exponent,-0.289524
110,3,Baseline,Correlation Dimension,3.261451
110,3,Baseline,Approximate Entropy,0.046754
110,3,Baseline,Lyapunov Exponent,-0.254121
110,3,ANI-2,Correlation Dimension,2.592198
110,3,ANI-2,Approximate Entropy,0.038508
110,3,ANI-2,Lyapunov Exponent,-0.294997
110,3,ANI-4,Correlation Dimension,2.665100
110,3,ANI-4,Approximate Entropy,0.043427
110,3,ANI-4,Lyapunov Exponent,-0.288854
120,3,Reference,Correlation Dimension,3.248356
120,3,Reference,Approximate Entropy,0.051296
120,3,Reference,Lyapunov Exponent,-0.476394
120,3,Baseline,Correlation Dimension,4.795277
120,3,Baseline,Approximate Entropy,0.038669
